Database,Accounting,Table,AccountMapping,,,
997202010201151501,20201020115,Saving  Deposits - Small and Medium Enterprise Development  Bank  Ltd. ,A,,,0
997202010201161601,20201020116,Saving Deposits - Global Treasure Bank Ltd,A,,,0
997202010201171701,20201020117,Saving Deposits - Rural  Development Bank  Ltd,A,,,0
997202010201181801,20201020118,Saving  Deposits - Innwa  Bank  Ltd. ,A,,,0
997202010201191901,20201020119,Saving Deposits - Asia Green Development Bank Ltd,A,,,0
997202010201202001,20201020120,Saving Deposits - Ayeyarwady Bank Ltd,A,,,0
997202010201212101,20201020121,Saving Deposits - uab Bank Ltd,A,,,0
997202010201222201,20201020122,Saving Deposits - Myanma Apex Bank Ltd,A,,,0
997202010201232301,20201020123,Saving Deposits - Naypyitaw Development Bank Ltd.,A,,,0
997202010201242401,20201020124,Saving Deposits - Myanmar Metro Bank Ltd.,A,,,0
997202010201252501,20201020125,"Saving  Deposits - Construction, Housing & Infrastructure Development Bank Ltd",A,,,0
997202010201262601,20201020126,Saving  Deposits - Ayeyarwaddy Farmers Development Bank Ltd,A,,,0
997202010201272701,20201020127,Saving  Deposits - Shwe Rural and Urban Development Bank Ltd,A,,,0
997202010201282801,20201020128,Saving  Deposits - Glory Farmer Development Bank Ltd,A,,,0
997202010201292901,20201020129,Saving  Deposits - Mineral Development Bank Ltd,A,,,0
997202010201303001,20201020130,Saving  Deposits - Myanma Tourism Bank Ltd,A,,,0
997202010202010101,20201020201,Fixed Deposits - Myanma Economic Bank,A,,,0
997202010202020201,20201020202,Fixed Deposits - Myanma Foreign Trade Bank,A,,,0
997202010202030301,20201020203,Fixed Deposits - Myanma Investment and Commercial Bank,A,,,0
997202010202040401,20201020204,Fixed Deposits - Myanma Agricultural Development Bank,A,,,0
997202010202050501,20201020205,Fixed Deposits - Myanmar  Citizens  Bank  Ltd. ,A,,,0
997202010202060601,20201020206,Fixed Deposits - CB Bank PCL,A,,,0
997202010202070701,20201020207,Fixed Deposits - Yadanabon  Bank  Ltd,A,,,0
997202010202080801,20201020208,Fixed Deposits - First  Private  Bank  Ltd.  ,A,,,0
997202010202090901,20201020209,Fixed Deposits - Myawaddy  Bank  Ltd.  ,A,,,0
997202010202101001,20201020210,Fixed Deposits -Yangon  City  Bank  Ltd.,A,,,0
997202010202111101,20201020211,Fixed Deposits - Yoma  Bank  Ltd.,A,,,0
997202010202121201,20201020212,Fixed Deposits - Myanmar  Oriental  Bank  Ltd. ,A,,,0
997202010202131301,20201020213,Fixed Deposits - Tun  Commercial  Bank  Ltd. ,A,,,0
997202010202141401,20201020214,Fixed Deposits - Kanbawza  Bank  Ltd.,A,,,0
997202010202151501,20201020215,Fixed Deposits - Small and Medium Enterprise Development  Bank  Ltd. ,A,,,0
997202010202161601,20201020216,Fixed Deposits - Global Treasure Bank Ltd,A,,,0
997202010202171701,20201020217,Fixed  Deposits - Rural  Development Bank  Ltd,A,,,0
997202010202181801,20201020218,Fixed  Deposits - Innwa  Bank  Ltd. ,A,,,0
997202010202191901,20201020219,Fixed  Deposits - Asia Green Development Bank Ltd,A,,,0
997202010202202001,20201020220,Fixed  Deposits - Ayeyarwady Bank Ltd,A,,,0
997202010202212101,20201020221,Fixed  Deposits - uab Bank Ltd,A,,,0
997202010202222201,20201020222,Fixed Deposits - Myanma Apex Bank Ltd,A,,,0
997202010202232301,20201020223,Fixed  Deposits - Naypyitaw Development Bank Ltd.,A,,,0
997202010202242401,20201020224,Fixed  Deposits - Myanmar Metro Bank Ltd.,A,,,0
997202010202252501,20201020225,"Fixed  Deposits - Construction, Housing & Infrastructure Development Bank Ltd",A,,,0
997202010202262601,20201020226,Fixed Deposits - Ayeyarwaddy Farmers Development Bank Ltd,A,,,0
997202010202272701,20201020227,Fixed Deposits - Shwe Rural and Urban Development Bank Ltd,A,,,0
997202010202282801,20201020228,Fixed Deposits - Glory Farmer Development Bank Ltd,A,,,0
997202010202292901,20201020229,Fixed Deposits - Mineral Development Bank Ltd,A,,,0
997202010202303001,20201020230,Fixed Deposits - Myanma Tourism Bank Ltd,A,,,0
997202020101010102,20202010101,,A,,,0
997202020101010103,20202010101,,A,,,0
997202020101010104,20202010101,,A,,,0
997202020101010106,20202010101,,A,,,0
997202020101020201,20202010102,,A,,,0
997202020101030302,20202010103,,A,,,0
997202020102010101,20202010201,,A,,,0
997202020102020201,20202010202,,A,,,0
997202020102030301,20202010203,,A,,,0
997202020201010101,20202020101,,A,,,0
997202020201020201,20202020102,,A,,,0
997202020201030301,20202020103,,A,,,0
997202020202010101,20202020201,,A,,,0
997202020203010101,20202020301,One Month Fixed Deposits - NFIs and Other Clients (Corporate),A,,,0
997202020203020201,20202020302,Two Months Fixed Deposits - NFIs and Other Clients (Corporate),A,,,0
997202020203030301,20202020303,Three Months Fixed Deposits - NFIs and Other Clients (Corporate),A,,,0
997202020203040401,20202020304,Four Months Fixed Deposits - NFIs and Other Clients (Corporate),A,,,0
997202020203050501,20202020305,Five Months Fixed Deposits - NFIs and Other Clients (Corporate),A,,,0
997202020203060601,20202020306,Six Months Fixed Deposits - NFIs and Other Clients (Corporate),A,,,0
997202020203070701,20202020307,Seven Months Fixed Deposits - NFIs and Other Clients (Corporate),A,,,0
997202020203080801,20202020308,Eight Months Fixed Deposits - NFIs and Other Clients (Corporate),A,,,0
997202020203090901,20202020309,Nine Months Fixed Deposits - NFIs and Other Clients (Corporate),A,,,0
997202020203101001,20202020310,Ten Months Fixed Deposits - NFIs and Other Clients (Corporate),A,,,0
997202020203111101,20202020311,Eleven Months Fixed Deposits - NFIs and Other Clients (Corporate),A,,,0
997202020203121201,20202020312,Twelve  Months Fixed Deposits - NFIs and Other Clients (Corporate),A,,,0
997202030101010102,20203010101,,A,,,0
997202030101010103,20203010101,,A,,,0
997202030101010104,20203010101,,A,,,0
997202030101010106,20203010101,,A,,,0
997202030101020201,20203010102,,A,,,0
997202030101030302,20203010103,,A,,,0
997202030102010101,20203010201,,A,,,0
997202030102020201,20203010202,,A,,,0
997202030102030301,20203010203,,A,,,0
997202030201010101,20203020101,,A,,,0
997202030201020201,20203020102,,A,,,0
997202030201030301,20203020103,,A,,,0
997202030202010101,20203020201,,A,,,0
997202030203010101,20203020301,One Month Fixed Deposits - NFIs and Other Clients (Individual),A,,,0
997202030203020201,20203020302,Two Months Fixed Deposits -NFIs and Other Clients (Individual),A,,,0
997202030203030301,20203020303,Three Months Fixed Deposits - NFIs and Other Clients (Individual),A,,,0
997202030203040401,20203020304,Four Months Fixed Deposits - NFIs and Other Clients (Individual),A,,,0
997202030203050501,20203020305,Five Months Fixed Deposits - NFIs and Other Clients (Individual),A,,,0
997202030203060601,20203020306,Six Months Fixed Deposits - NFIs and Other Clients (Individual),A,,,0
997202030203070701,20203020307,Seven Months Fixed Deposits - NFIs and Other Clients (Individual),A,,,0
997202030203080801,20203020308,Eight Months Fixed Deposits - NFIs and Other Clients (Individual),A,,,0
997202030203090901,20203020309,Nine Months Fixed Deposits - NFIs and Other Clients (Individual),A,,,0
997202030203101001,20203020310,Ten Months Fixed Deposits - NFIs and Other Clients (Individual),A,,,0
997202030203111101,20203020311,Eleven Months Fixed Deposits - NFIs and Other Clients (Individual),A,,,0
997202030203121201,20203020312,Twelve Months Fixed Deposits - NFIs and Other Clients (Individual),A,,,0
997205010100010101,20501010001,,A,,,0
997205020100010101,20502010001,,A,,,0
997205020100020201,20502010002,,A,,,0
997205020100030301,20502010003,,A,,,0
997205020100040401,20502010004,,A,,,0
997205020100050501,20502010005,,A,,,0
997205020100060601,20502010006,,A,,,0
997205030100010101,20503010001,,A,,,0
997205040100010101,20504010001,,A,,,0
997205040100020201,20504010002,,A,,,0
997205050100010101,20505010001,,A,,,0
997205060100010101,20506010001,,A,,,0
997207010100010101,20701010001,,A,,,0
997207010100020201,20701010002,,A,,,0
997207010100030301,20701010003,,A,,,0
997207010100040401,20701010004,,A,,,0
997207010100050501,20701010005,,A,,,0
997207010100060601,20701010006,,A,,,0
997207010100070701,20701010007,,A,,,0
997207010100080801,20701010008,,A,,,0
997207010100090901,20701010009,,A,,,0
997207010100101001,20701010010,,A,,,0
997207010100111101,20701010011,,A,,,0
997207010100121201,20701010012,,A,,,0
997207010100131301,20701010013,,A,,,0
997207010100141401,20701010014,,A,,,0
997207010100151501,20701010015,,A,,,0
997207010100161601,20701010016,,A,,,0
997207010100161602,20701010016,,A,,,0
997207010100171701,20701010017,,A,,,0
997207010100171702,20701010017,,A,,,0
997207010100181801,20701010018,,A,,,0
997207020100010101,20702010001,,A,,,0
997207030100010101,20703010001,,A,,,0
997207030100020201,20703010002,,A,,,0
997207040100010101,20704010001,,A,,,0
997207050100010101,20705010001,,A,,,0
997207050100020201,20705010002,,A,,,0
997207050100030301,20705010003,,A,,,0
997207050100040401,20705010004,,A,,,0
997207050100050501,20705010005,,A,,,0
997207050100060601,20705010006,,A,,,0
997207050100070701,20705010007,,A,,,0
997207050100080801,20705010008,,A,,,0
997207050100080802,20705010008,,A,,,0
997207050100090901,20705010009,,A,,,0
997207050100101001,20705010010,,A,,,0
997207050100111101,20705010011,,A,,,0
997207050100121201,20705010012,,A,,,0
997207050100131301,20705010013,,A,,,0
997207050100141401,20705010014,,A,,,0
997207050100151502,20705010015,,A,,,0
997207050100161601,20705010016,,A,,,0
997207050100171701,20705010017,,A,,,0
997207050100181802,20705010018,,A,,,0
997207050100191901,20705010019,,A,,,0
997207050100202001,20705010020,,A,,,0
997207050100212101,20705010021,,A,,,0
997207050100222201,20705010022,,A,,,0
997207050100232302,20705010023,,A,,,0
997207050100242401,20705010024,,A,,,0
997207050100252501,20705010025,,A,,,0
997207050100262601,20705010026,,A,,,0
997207050100272701,20705010027,,A,,,0
997207050100282801,20705010028,,A,,,0
997207050100292901,20705010029,,A,,,0
997207050100303001,20705010030,,A,,,0
997207050100313101,20705010031,,A,,,0
997207050100323201,20705010032,,A,,,0
997207050100333301,20705010033,,A,,,0
997207050100343401,20705010034,,A,,,0
997207050100353501,20705010035,,A,,,0
997207050100363601,20705010036,,A,,,0
997207050100363602,20705010036,,A,,,0
997207050100373701,20705010037,,A,,,0
997207050100383801,20705010038,,A,,,0
997207050100393901,20705010039,,A,,,0
997207050100404001,20705010040,,A,,,0
997207050100414101,20705010041,,A,,,0
997207050100424201,20705010042,,A,,,0
997207060100010101,20706010001,,A,,,0
997207060100020201,20706010002,,A,,,0
997207060100030301,20706010003,,A,,,0
997207060100040401,20706010004,,A,,,0
997207060100050501,20706010005,,A,,,0
997207060100060601,20706010006,,A,,,0
997207070100010101,20707010001,,A,,,0
997207080100010101,20708010001,,A,,,0
997207080100020201,20708010002,,A,,,0
997207080100030301,20708010003,,A,,,0
997207090100010101,20709010001,,A,,,0
997207100100010101,20710010001,,A,,,0
997207100100020201,20710010002,,A,,,0
997207110100010101,20711010001,,A,,,0
997207120101010101,20712010101,,A,,,0
997207120101020201,20712010102,,A,,,0
997207120101030301,20712010103,,A,,,0
997207120201010101,20712020101,,A,,,0
997207120301010101,20712030101,,A,,,0
997207120401010101,20712040101,,A,,,0
997207120501010101,20712050101,,A,,,0
997207120501020201,20712050102,,A,,,0
997207120501030301,20712050103,,A,,,0
997207120501040401,20712050104,,A,,,0
997207120501050501,20712050105,,A,,,0
997207120501010102,20712050101,,A,,,0
997207120501020202,20712050102,,A,,,0
997207120501030302,20712050103,,A,,,0
997207120501040402,20712050104,,A,,,0
997207120501050502,20712050105,,A,,,0
997207120601010101,20712060101,,A,,,0
997207120601010102,20712060101,,A,,,0
997207120601020201,20712060102,,A,,,0
997207120601020202,20712060102,,A,,,0
997207120701010101,20712070101,,A,,,0
997207120701020201,20712070102,,A,,,0
997207120701030301,20712070103,,A,,,0
997207120701040401,20712070104,,A,,,0
997207120701050501,20712070105,,A,,,0
997207120701060601,20712070106,,A,,,0
997207120801010101,20712080101,,A,,,0
997208010100010101,20801010001,,A,,,0
997208010100020202,20801010002,,A,,,0
997208010100020203,20801010002,,A,,,0
997208010100020204,20801010002,,A,,,0
997209010100010101,20901010001,,A,,,0
997209010100020201,20901010002,,A,,,0
997209010100030302,20901010003,,A,,,0
997210010100010101,21001010001,,A,,,0
997210020100010101,21002010001,,A,,,0
997210030100010101,21003010001,,A,,,0
997210030100020201,21003010002,,A,,,0
997210030100030301,21003010003,,A,,,0
997301010100010101,30101010001,,A,,,0
997301020101010101,30102010101,,A,,,0
997301020102010102,30102010201,,A,,,0
997301030101010101,30103010101,,A,,,0
997301030101020201,30103010102,,A,,,0
997301030101030301,30103010103,,A,,,0
997301030102010101,30103010201,,A,,,0
997301030102020201,30103010202,,A,,,0
997301030103010101,30103010301,,A,,,0
997301030104010101,30103010401,,A,,,0
997301030105010101,30103010501,,A,,,0
997301030105020201,30103010502,,A,,,0
997301030106010101,30103010601,,A,,,0
997301030107010101,30103010701,,A,,,0
997301040100010102,30104010001,,A,,,0
997301050100010101,30105010001,,A,,,0
997301050100020201,30105010002,,A,,,0
997301060101010101,30106010101,,A,,,0
997301060101020201,30106010102,,A,,,0
997301060101030301,30106010103,,A,,,0
997301060102010101,30106010201,,A,,,0
997301070101010101,30107010101,Commercial Real Estate or Construction,A,,,0
997301070101020201,30107010102,Other Commercial Loans,A,,,0
997301070101030301,30107010103,,A,,,0
997301070102010101,30107010201,,A,,,0
997301080101010101,30108010101,,A,,,0
997301080101020201,30108010102,,A,,,0
997301080201010101,30108020101,,A,,,0
997301080301010101,30108030101,,A,,,0
997301080301020201,30108030102,,A,,,0
997303010100010101,30301010001,,A,,,0
997303010100020201,30301010002,,A,,,0
997303010100030301,30301010003,,A,,,0
997303010100040401,30301010004,,A,,,0
997303010100050501,30301010005,,A,,,0
997303020100010101,30302010001,,A,,,0
997303020100020201,30302010002,,A,,,0
997303020100030301,30302010003,,A,,,0
997303020100040401,30302010004,,A,,,0
997303020100050501,30302010005,,A,,,0
997303020100060601,30302010006,,A,,,0
997303020100070701,30302010007,,A,,,0
997303020100080801,30302010008,,A,,,0
997303020100090901,30302010009,,A,,,0
997303020100101001,30302010010,,A,,,0
997303020100111101,30302010011,,A,,,0
997303020100121201,30302010012,,A,,,0
997303030100010101,30303010001,,A,,,0
997303030100020201,30303010002,,A,,,0
997303030100030301,30303010003,,A,,,0
997303030100040401,30303010004,,A,,,0
997303030100050502,30303010005,,A,,,0
997303030100060601,30303010006,,A,,,0
997303030100070701,30303010007,,A,,,0
997303030100080801,30303010008,,A,,,0
997303030100090901,30303010009,,A,,,0
997303040100010101,30304010001,,A,,,0
997303050100010101,30305010001,,A,,,0
997303050100020201,30305010002,,A,,,0
997303060100010102,30306010001,,A,,,0
997303070100010101,30307010001,,A,,,0
997303070100010102,30307010001,,A,,,0
997303080100010101,30308010001,,A,,,0
997303090100010101,30309010001,,A,,,0
997303090100020201,30309010002,,A,,,0
997303090100030301,30309010003,,A,,,0
997303090100030302,30309010003,,A,,,0
997303090100040401,30309010004,,A,,,0
997303090100050502,30309010005,,A,,,0
997303090100060601,30309010006,,A,,,0
997303090100070701,30309010007,,A,,,0
997303090100080801,30309010008,,A,,,0
997303090100090901,30309010009,,A,,,0
997303090100101001,30309010010,,A,,,0
997303090100111101,30309010011,,A,,,0
997303090100121201,30309010012,,A,,,0
997303090100131301,30309010013,,A,,,0
997303090100141401,30309010014,,A,,,0
997303090100151501,30309010015,,A,,,0
997303090100161601,30309010016,,A,,,0
997303090100171701,30309010017,,A,,,0
997303090100181801,30309010018,,A,,,0
997304010100010101,30401010001,,A,,,0
997305010100010101,30501010001,,A,,,0
997305020100010101,30502010001,,A,,,0
997305030100010101,30503010001,,A,,,0
997305040100010101,30504010001,,A,,,0
997305040100020201,30504010002,,A,,,0
997305050100010102,30505010001,,A,,,0
997305050100020202,30505010002,,A,,,0
997305050100030301,30505010003,,A,,,0
997305050100040401,30505010004,,A,,,0
997305050100050501,30505010005,,A,,,0
997305060100010101,30506010001,,A,,,0
997305070100010101,30507010001,,A,,,0
997305080100010101,30508010001,,A,,,0
997305090101010101,30509010101,,A,,,0
997305090101020201,30509010102,,A,,,0
997305100201010101,30510020101,,A,,,0
997305100201020201,30510020102,,A,,,0
997305100201030301,30510020103,,A,,,0
997305100201040401,30510020104,,A,,,0
997305100201050501,30510020105,,A,,,0
997305100201060601,30510020106,,A,,,0
997305100201070701,30510020107,,A,,,0
997305100301010101,30510030101,,A,,,0
997305100301020201,30510030102,,A,,,0
997305100301030301,30510030103,,A,,,0
997305100301040401,30510030104,,A,,,0
997305100301050501,30510030105,,A,,,0
997305100301060601,30510030106,,A,,,0
997305100401010101,30510040101,,A,,,0
997305100401020201,30510040102,,A,,,0
997305100401030301,30510040103,,A,,,0
997305100401040401,30510040104,,A,,,0
997305100401050501,30510040105,,A,,,0
997305100401060601,30510040106,,A,,,0
997401020101010101,40102010101,,A,,,0
997401020101020201,40102010102,,A,,,0
997401020101030301,40102010103,,A,,,0
997401020101040401,40102010104,,A,,,0
997401020101050501,40102010105,,A,,,0
997401020101060601,40102010106,,A,,,0
997401020101070701,40102010107,,A,,,0
997401020101080801,40102010108,,A,,,0
997401020201010101,40102020101,,A,,,0
997401020201020201,40102020102,,A,,,0
997401020201030301,40102020103,,A,,,0
997401020301010101,40102030101,,A,,,0
997401020401010101,40102040101,,A,,,0
997401020401020201,40102040102,,A,,,0
997401020401030301,40102040103,,A,,,0
997401030100010101,40103010001,,A,,,0
997401040100010101,40104010001,,A,,,0
997401040100020201,40104010002,,A,,,0
997402010100010101,40201010001,,A,,,0
997402020100010101,40202010001,,A,,,0
997402020100020201,40202010002,,A,,,0
997402020100030301,40202010003,,A,,,0
997402020100040401,40202010004,,A,,,0
997402020100050501,40202010005,,A,,,0
997402030100010101,40203010001,,A,,,0
997402030100020201,40203010002,,A,,,0
997402030100030301,40203010003,,A,,,0
997402030100040401,40203010004,,A,,,0
997402030100050501,40203010005,,A,,,0
997402030100060601,40203010006,,A,,,0
997402030100070701,40203010007,,A,,,0
997402030100080801,40203010008,,A,,,0
997402030100090901,40203010009,,A,,,0
997402030100101001,40203010010,,A,,,0
997402030100111101,40203010011,,A,,,0
997402030100121201,40203010012,,A,,,0
997403010100010101,40301010001,,A,,,0
997404010100010101,40401010001,,A,,,0
997404010100020201,40401010002,,A,,,0
997404010100030301,40401010003,,A,,,0
997404010100040401,40401010004,,A,,,0
997404010100050501,40401010005,,A,,,0
997404010100060601,40401010006,,A,,,0
997404010100070701,40401010007,,A,,,0
997404010100080801,40401010008,,A,,,0
997404010100090901,40401010009,,A,,,0
997404010100101001,40401010010,,A,,,0
997404010100111101,40401010011,,A,,,0
997404010100121201,40401010012,,A,,,0
997404010100131301,40401010013,,A,,,0
997404010100141401,40401010014,,A,,,0
997404010100151501,40401010015,,A,,,0
997404010100161601,40401010016,,A,,,0
997404010100171701,40401010017,,A,,,0
997404010100181801,40401010018,,A,,,0
997404010100191901,40401010019,,A,,,0
997404010100202001,40401010020,,A,,,0
997404010100212101,40401010021,,A,,,0
997404010100222201,40401010022,,A,,,0
997404010100232301,40401010023,,A,,,0
997405010100010101,40501010001,,A,,,0
997405020100010101,40502010001,,A,,,0
997405020100020201,40502010002,,A,,,0
997405020100030301,40502010003,,A,,,0
997405020100040401,40502010004,,A,,,0
997405020100050501,40502010005,,A,,,0
997405020100060601,40502010006,,A,,,0
997405020100070701,40502010007,,A,,,0
997405020100080801,40502010008,,A,,,0
997405020100090901,40502010009,,A,,,0
997405030100010101,40503010001,,A,,,0
997405030100020201,40503010002,,A,,,0
997405030100030301,40503010003,,A,,,0
997405030100040401,40503010004,,A,,,0
997405030100050501,40503010005,,A,,,0
997405030100060601,40503010006,,A,,,0
997405030100070701,40503010007,,A,,,0
997405030100080801,40503010008,,A,,,0
997405040101010101,40504010101,,A,,,0
997405040101020201,40504010102,,A,,,0
997405040201010101,40504020101,,A,,,0
997405040201020201,40504020102,,A,,,0
997405040201030301,40504020103,,A,,,0
997405040201040401,40504020104,,A,,,0
997405040201050501,40504020105,,A,,,0
997405040201060601,40504020106,,A,,,0
997405040201070701,40504020107,,A,,,0
997405050100010101,40505010001,,A,,,0
997405050100020201,40505010002,,A,,,0
997405050100030301,40505010003,,A,,,0
997405050100040401,40505010004,,A,,,0
997405050100050501,40505010005,,A,,,0
997405050100060601,40505010006,,A,,,0
997405050100070701,40505010007,,A,,,0
997405060100010101,40506010001,,A,,,0
997405070100010101,40507010001,,A,,,0
997405070100020201,40507010002,,A,,,0
997405070100030301,40507010003,,A,,,0
997405070100040401,40507010004,,A,,,0
997405080101010101,40508010101,,A,,,0
997405080101020201,40508010102,,A,,,0
997405080101030301,40508010103,,A,,,0
997405080101040401,40508010104,,A,,,0
997405080101050501,40508010105,,A,,,0
997405080201010101,40508020101,,A,,,0
997405080201020201,40508020102,,A,,,0
997405080301010101,40508030101,,A,,,0
997405080301020201,40508030102,,A,,,0
997405080301030301,40508030103,,A,,,0
997405090100010101,40509010001,,A,,,0
997405090100010102,40509010001,,A,,,0
997405100100010101,40510010001,,A,,,0
997405110100010101,40511010001,,A,,,0
997405120101010101,40512010101,,A,,,0
997405120101020201,40512010102,,A,,,0
997405120201010101,40512020101,,A,,,0
997405120201020201,40512020102,,A,,,0
997405120201030301,40512020103,,A,,,0
997405120201040401,40512020104,,A,,,0
997405120201050501,40512020105,,A,,,0
997405120201060601,40512020106,,A,,,0
997405120201070701,40512020107,,A,,,0
997405120201080801,40512020108,,A,,,0
997405120201090901,40512020109,,A,,,0
997405120201101001,40512020110,,A,,,0
997405120201111101,40512020111,,A,,,0
997405120201121201,40512020112,,A,,,0
997405120201131301,40512020113,,A,,,0
997405120301010101,40512030101,,A,,,0
997405120301020201,40512030102,,A,,,0
997405120301030301,40512030103,,A,,,0
997405120301040401,40512030104,,A,,,0
997405120401010101,40512040101,,A,,,0
997405120501010101,40512050101,,A,,,0
997405120501020201,40512050102,,A,,,0
997405120501030301,40512050103,,A,,,0
997405120501040401,40512050104,,A,,,0
997405120501050501,40512050105,,A,,,0
997405120501060601,40512050106,,A,,,0
997405120501070701,40512050107,,A,,,0
997405120501080801,40512050108,,A,,,0
997406010100010101,40601010001,,A,,,0
997501010100010101,50101010001,,A,,,0
997501010100020201,50101010002,,A,,,0
997501010100020202,50101010002,,A,,,0
997501010100030302,50101010003,,A,,,0
997501010100040401,50101010004,,A,,,0
997501010100050502,50101010005,,A,,,0
997502010100010101,50201010001,,A,,,0
997601010100010101,60101010001,,A,,,0
997601010100020201,60101010002,,A,,,0
997601010100020202,60101010002,,A,,,0
997601010100030301,60101010003,,A,,,0
997601010100040401,60101010004,,A,,,0
997601010100050502,60101010005,,A,,,0
997602010100010102,60201010001,,A,,,0
997602010100010103,60201010001,,A,,,0
997602010100010104,60201010001,,A,,,0
997602010100010105,60201010001,,A,,,0
997602010100010106,60201010001,,A,,,0
998101010101010101,10101010101,Cash and balances with Myanma Economic Bank (Current Deposit),A,,,0
998101010101020201,10101010102,Cash and balances with Myanma Foreign Trade Bank (Current Deposit) ,A,,,0
998101010101030301,10101010103,Cash and balances with Myanma Investment and Commercial Bank (Current Deposit),A,,,0
998101010101040401,10101010104,Cash and balances with Myanma Agricultural Development Bank  (Current Deposit),A,,,0
998101010101050501,10101010105,Cash and balances with Myanmar  Citizens  Bank  Ltd (Current Deposit),A,,,0
998101010101060602,10101010106,Cash and balances with CB Bank PCL (Current Deposit),A,,,0
998101010101060603,10101010106,Cash and balances with CB Bank PCL (Current Deposit),A,,,0
998101010101070701,10101010107,Cash and balances with Yadanabon  Bank  Ltd (Current Deposit),A,,,0
998101010101080801,10101010108,Cash and balances with First  Private  Bank  Ltd. (Current Deposit),A,,,0
998101010101090902,10101010109,Cash and balances with Myawaddy  Bank  Ltd. (Current Deposit),A,,,0
998101010101090903,10101010109,Cash and balances with Myawaddy  Bank  Ltd. (Current Deposit),A,,,0
998101010101090904,10101010109,Cash and balances with Myawaddy  Bank  Ltd. (Current Deposit),A,,,0
998101010101101001,10101010110,Cash and balances withYangon  City  Bank  Ltd. (Current Deposit),A,,,0
998101010101111101,10101010111,Cash and balances with Yoma  Bank  Ltd. (Current Deposit),A,,,0
998101010101111102,10101010111,Cash and balances with Yoma  Bank  Ltd. (Current Deposit),A,,,0
998101010101111103,10101010111,Cash and balances with Yoma  Bank  Ltd. (Current Deposit),A,,,0
998101010101111104,10101010111,Cash and balances with Yoma  Bank  Ltd. (Current Deposit),A,,,0
998101010101121201,10101010112,Cash and balances with Myanmar  Oriental  Bank  Ltd. (Current Deposit),A,,,0
998101010101131301,10101010113,Cash and balances with Tun  Commercial  Bank  Ltd. (Current Deposit),A,,,0
998101010101131302,10101010113,Cash and balances with Tun  Commercial  Bank  Ltd. (Current Deposit),A,,,0
998101010101131303,10101010113,Cash and balances with Tun  Commercial  Bank  Ltd. (Current Deposit),A,,,0
998101010101131304,10101010113,Cash and balances with Tun  Commercial  Bank  Ltd. (Current Deposit),A,,,0
998101010101141401,10101010114,Cash and balances with Kanbawza  Bank  Ltd.(Current Deposit),A,,,0
998101010101151501,10101010115,Cash and balances with Small and Medium Enterprise Development  Bank  Ltd. (Current Deposit),A,,,0
998101010101161601,10101010116,Cash and balances with Global Treasure Bank Ltd (Current Deposit),A,,,0
998101010101171702,10101010117,Cash and balances with Rural  Development Bank  Ltd. (Current Deposit),A,,,0
998101010101181801,10101010118,Cash and balances with Innwa  Bank  Ltd. (Current Deposit),A,,,0
998101010101191901,10101010119,Cash and balances with Asia Green Development Bank Ltd. (Current Deposit),A,,,0
998101010101202001,10101010120,Cash and balances with Ayeyarwady Bank Ltd (Current Deposit),A,,,0
998101010101212101,10101010121,Cash and balances with uab Bank Limited (Current Deposit),A,,,0
998101010101212102,10101010121,Cash and balances with uab Bank Limited (Current Deposit),A,,,0
998101010101212103,10101010121,Cash and balances with uab Bank Limited (Current Deposit),A,,,0
998101010101212104,10101010121,Cash and balances with uab Bank Limited (Current Deposit),A,,,0
998101010101222201,10101010122,Cash and balances with Myanma Apex Bank Ltd (Current Deposit),A,,,0
998101010101222202,10101010122,Cash and balances with Myanma Apex Bank Ltd (Current Deposit),A,,,0
998101010101222203,10101010122,Cash and balances with Myanma Apex Bank Ltd (Current Deposit),A,,,0
998101010101222204,10101010122,Cash and balances with Myanma Apex Bank Ltd (Current Deposit),A,,,0
998101010101232301,10101010123,Cash and balances with Naypyitaw Development Bank Ltd. (Current Deposit),A,,,0
998101010101242401,10101010124,Cash and balances with Myanmar Metro Bank Ltd. (Current Deposit),A,,,0
998101010101242402,10101010124,Cash and balances with Myanmar Metro Bank Ltd. (Current Deposit),A,,,0
998101010101242403,10101010124,Cash and balances with Myanmar Metro Bank Ltd. (Current Deposit),A,,,0
998101010101242404,10101010124,Cash and balances with Myanmar Metro Bank Ltd. (Current Deposit),A,,,0
998101010101252501,10101010125,"Cash and balances with Construction, Housing & Infrastructure Development Bank Ltd. (Current Deposit)",A,,,0
998101010101262601,10101010126,Cash and balances with Ayeyarwaddy Farmers Development Bank Ltd (Current Deposit),A,,,0
998101010101272701,10101010127,Cash and balances with Shwe Rural and Urban Development Bank Ltd (Current Deposit),A,,,0
998101010102010101,10101010201,Cash and balances with Myanmar Economic Bank (Call Deposit),A,,,0
998101010102020201,10101010202,Cash and balances with Myanmar Foreign Trade Bank (Call Deposit),A,,,0
998101010102030301,10101010203,Cash and balances with Myanma Investment and Commercial Bank (Call Deposit),A,,,0
998101010102040401,10101010204,Cash and balances with Myanmar Agricultural Development Bank  (Call Deposit),A,,,0
998101010102050501,10101010205,Cash and balances with Myanmar  Citizens  Bank  Ltd. (Call Depsoit),A,,,0
998101010201010101,10101020101,Cash and balances with Myanmar Economic Bank (Saving Deposits),A,,,0
998101010201020201,10101020102,Cash and balances withMyanmar Foreign Trade Bank (Saving Deposits),A,,,0
